uid,lapse_date,subscription_date,price
10000780,2018-01-31,2018-02-27,499
10000781,2016-11-03,2016-11-12,499
10000782,2016-09-08,,0
10000783,2016-08-11,,0
10000784,2017-12-01,2017-12-29,499
10000785,2016-02-24,2016-03-05,499
10000786,2016-06-20,,0
10000787,2018-02-03,,0
10000788,2016-02-26,2016-03-01,299
10000789,2016-05-08,2016-06-07,299
10000790,2016-11-02,2016-11-19,299
10000791,2017-08-26,,0
10000792,2016-09-30,,0
10000793,2017-04-08,2017-04-09,499
10000794,2016-02-09,2016-02-21,299
10000795,2016-10-29,,0
10000796,2018-03-13,,0
10000797,2016-03-03,2016-03-14,199
10000798,2017-09-27,,0
10000799,2017-05-24,,0
10000800,2016-06-07,2016-07-06,99
10000801,2018-02-18,2018-03-01,99
10000802,2016-02-17,2016-03-12,299
10000803,2017-08-06,,0
10000804,2017-05-18,2017-05-20,99
10000805,2016-11-27,2016-12-07,499
10000806,2016-03-13,2016-04-07,199
10000807,2016-03-23,,0
10000808,2016-08-06,2016-09-05,499
10000809,2016-06-30,2016-07-10,499
10000810,2016-10-01,2016-10-02,499
10000811,2017-06-05,2017-07-04,299
10000812,2016-06-06,,0
10000813,2018-01-17,2018-01-28,299
10000814,2017-03-15,2017-03-27,99
10000815,2017-10-04,2017-10-22,199
10000816,2017-01-09,2017-01-12,299
10000817,2017-09-13,2017-09-18,499
10000818,2017-12-26,2017-12-28,299
10000819,2016-05-08,2016-05-29,499
10000820,2016-04-08,,0
10000821,2016-02-28,,0
10000822,2016-02-29,,0
10000823,2017-10-26,2017-11-06,199
10000824,2016-08-30,2016-09-29,199
10000825,2017-12-19,,0
10000826,2017-10-09,2017-10-22,299
10000827,2017-05-25,,0
10000828,2016-04-12,2016-05-05,99
10000829,2017-06-05,2017-06-21,199
10000830,2016-05-20,2016-06-04,299
10000831,2016-05-23,2016-05-26,199
10000832,2017-03-03,,0
10000833,2016-09-19,,0
10000834,2016-03-14,2016-03-21,499
10000835,2016-10-22,2016-11-01,99
10000836,2016-03-17,,0
10000837,2017-08-23,2017-09-15,499
10000838,2016-09-12,2016-09-16,499
10000839,2017-11-13,2017-12-11,199
10000840,2016-05-11,2016-05-11,99
10000841,2016-11-07,,0
10000842,2016-09-25,,0
10000843,2017-09-23,,0
10000844,2016-10-03,,0
10000845,2017-12-22,2018-01-04,299
10000846,2018-02-12,2018-03-08,499
10000847,2016-05-09,2016-06-04,299
10000848,2018-01-27,2018-02-17,299
10000849,2016-08-18,2016-08-21,299
10000850,2016-10-13,2016-10-24,199
10000851,2017-04-12,,0
10000852,2017-06-08,2017-06-30,99
10000853,2017-04-11,2017-05-02,199
10000854,2018-01-07,2018-01-28,99
10000855,2016-02-24,,0
10000856,2017-01-28,2017-01-30,299
10000857,2016-10-27,,0
10000858,2018-02-07,,0
10000859,2016-09-15,2016-10-03,499
10000860,2016-06-07,,0
10000861,2017-07-27,2017-08-24,499
10000862,2018-03-04,2018-03-14,299
10000863,2016-03-29,2016-04-02,499
10000864,2016-12-21,,0
10000865,2017-11-20,2017-12-18,299
10000866,2016-05-16,2016-06-13,99
10000867,2017-04-12,2017-05-02,199
10000868,2016-04-25,2016-05-04,499
10000869,2016-02-02,2016-02-12,299
10000870,2017-04-12,,0
10000871,2017-04-26,2017-05-15,99
10000872,2017-08-18,2017-09-01,199
10000873,2017-04-16,2017-04-19,499
10000874,2016-09-09,,0
10000875,2016-02-25,2016-03-14,299
10000876,2016-03-06,2016-03-11,499
10000877,2017-11-30,,0
10000878,2017-01-08,2017-01-29,99
10000879,2017-01-31,,0
10000880,2017-11-18,,0
10000881,2017-01-01,2017-01-13,499
10000882,2017-04-08,2017-04-24,299
10000883,2017-05-02,2017-05-08,299
10000884,2017-05-24,2017-06-14,299
10000885,2017-03-04,2017-03-21,499
10000886,2017-01-08,2017-02-04,299
10000887,2017-12-22,2018-01-17,499
10000888,2016-11-06,2016-11-23,199
10000889,2017-01-17,2017-02-03,99
10000890,2016-08-15,2016-08-23,299
10000891,2016-09-12,2016-09-26,499
10000892,2016-03-18,2016-04-09,499
10000893,2016-08-03,,0
10000894,2016-07-11,2016-07-27,299
10000895,2017-11-04,,0
10000896,2016-11-21,2016-11-26,499
10000897,2016-05-02,2016-05-23,99
10000898,2017-09-09,,0
10000899,2017-11-11,2017-11-20,199
10000900,2016-07-17,2016-07-19,199
10000901,2016-10-15,2016-11-09,99
10000902,2018-02-19,2018-03-04,499
10000903,2017-08-10,,0
10000904,2016-12-05,2016-12-14,499
10000905,2017-11-10,2017-11-28,499
10000906,2017-10-07,,0
10000907,2016-06-08,2016-07-01,299
10000908,2017-12-04,,0
10000909,2017-08-03,2017-08-25,99
10000910,2017-08-22,2017-09-02,299
10000911,2016-07-10,,0
10000912,2016-07-25,2016-08-23,99
10000913,2018-03-12,,0
10000914,2016-11-14,,0
10000915,2017-03-11,2017-04-01,199
10000916,2017-11-18,2017-12-06,99
10000917,2017-09-02,2017-09-10,299
10000918,2017-01-05,,0
10000919,2016-10-25,,0
10000920,2016-09-05,2016-09-28,99
10000921,2016-07-13,2016-08-03,499
10000922,2017-12-22,2017-12-26,199
10000923,2017-02-25,2017-03-17,99
10000924,2017-03-23,,0
10000925,2016-03-19,,0
10000926,2016-08-12,2016-08-26,299
10000927,2018-01-18,2018-01-30,499
10000928,2016-04-24,2016-05-11,299
10000929,2017-10-05,2017-10-11,499
10000930,2017-11-28,,0
10000931,2016-03-18,2016-03-25,299
10000932,2016-09-21,2016-10-14,99
10000933,2016-11-25,2016-11-30,499
10000934,2016-06-26,2016-06-27,99
10000935,2016-08-14,2016-09-04,299
10000936,2016-02-22,,0
10000937,2016-08-12,,0
10000938,2017-02-20,2017-03-13,499
10000939,2017-01-29,2017-02-17,299
10000940,2016-10-31,,0
10000941,2017-02-18,,0
10000942,2016-08-26,,0
10000943,2016-11-01,2016-11-07,99
10000944,2018-01-29,2018-02-16,199
10000945,2017-06-10,2017-07-09,199
10000946,2017-07-23,2017-08-09,199
10000947,2017-07-11,2017-08-02,99
10000948,2016-07-08,,0
10000949,2018-01-26,2018-02-07,499
10000950,2017-05-05,2017-05-18,299
10000951,2017-02-28,2017-03-15,99
10000952,2017-04-14,2017-04-27,299
10000953,2017-02-13,2017-03-09,299
10000954,2016-07-13,2016-07-14,299
10000955,2017-10-31,2017-11-08,99
10000956,2016-12-26,2017-01-02,299
10000957,2017-08-23,,0
10000958,2016-06-26,2016-07-15,99
10000959,2018-03-09,2018-03-28,499
10000960,2016-05-20,,0
10000961,2017-02-28,,0
10000962,2017-08-14,2017-08-28,299
10000963,2016-07-31,,0
10000964,2017-08-26,2017-09-06,199
10000965,2017-04-18,2017-05-05,299
10000966,2018-02-16,,0
10000967,2018-02-23,,0
10000968,2016-06-09,2016-07-03,199
10000969,2018-03-17,,0
10000970,2017-03-09,2017-03-29,299
10000971,2017-06-19,,0
10000972,2018-01-20,2018-02-13,499
10000973,2017-11-15,2017-11-15,299
10000974,2016-02-22,2016-03-18,499
10000975,2016-02-17,,0
10000976,2017-10-26,,0
10000977,2016-11-08,,0
10000978,2016-09-14,2016-09-27,99
10000979,2017-03-26,2017-03-28,299
10000980,2017-02-07,2017-02-20,499
10000981,2016-11-27,2016-11-29,299
10000982,2016-11-12,2016-12-06,499
10000983,2016-05-26,,0
10000984,2016-06-28,,0
10000985,2017-03-10,2017-03-13,99
10000986,2017-12-13,,0
10000987,2016-04-30,,0
10000988,2016-05-29,2016-05-30,199
10000989,2017-12-27,,0
10000990,2018-03-17,2018-04-10,299
10000991,2018-02-08,,0
10000992,2016-05-03,2016-05-25,99
10000993,2017-10-21,2017-11-10,99
10000994,2017-04-22,2017-05-16,299
10000995,2016-12-08,,0
10000996,2016-12-14,2017-01-02,299
10000997,2016-05-31,2016-06-13,99
10000998,2016-12-13,,0
10000999,2016-06-17,2016-07-08,299
10001000,2018-02-12,2018-02-25,299
10001001,2017-11-21,2017-12-21,199
10001002,2016-11-10,2016-11-11,499
10001003,2017-11-15,,0
10001004,2017-07-04,2017-07-28,499
10001005,2017-06-19,,0
10001006,2017-02-25,2017-03-08,299
10001007,2016-02-05,2016-02-17,99
10001008,2018-03-10,2018-04-01,199
10001009,2017-02-01,2017-02-17,99
10001010,2017-06-06,,0
10001011,2018-02-27,2018-03-10,299
10001012,2017-05-11,2017-06-07,199
10001013,2016-09-22,,0
10001014,2017-01-27,2017-02-11,199
10001015,2017-07-06,,0
10001016,2016-09-29,2016-10-03,299
10001017,2017-04-17,,0
10001018,2016-08-06,,0
10001019,2017-03-10,2017-04-02,99
10001020,2017-04-02,2017-04-27,99
10001021,2017-03-19,,0
10001022,2017-06-28,2017-07-28,499
10001023,2016-07-03,2016-07-11,199
10001024,2016-08-21,,0
10001025,2016-09-04,2016-09-11,299
10001026,2017-05-27,2017-06-03,299
10001027,2016-12-11,2017-01-10,299
10001028,2017-10-09,2017-10-12,299
10001029,2016-02-01,,0
10001030,2018-03-07,2018-03-27,299
10001031,2017-06-17,,0
10001032,2016-11-04,,0
10001033,2016-08-12,,0
10001034,2018-03-10,2018-03-31,499
10001035,2018-03-03,2018-03-17,199
10001036,2016-10-05,2016-10-16,199
10001037,2016-04-28,2016-05-03,199
10001038,2017-04-09,2017-04-14,99
10001039,2017-03-26,,0
10001040,2016-10-10,2016-10-15,199
10001041,2017-04-04,2017-04-29,99
10001042,2016-07-13,2016-07-28,299
10001043,2017-06-09,2017-07-04,99
10001044,2016-07-11,,0
10001045,2017-06-21,2017-07-11,99
10001046,2016-10-22,,0
10001047,2016-05-20,,0
10001048,2018-01-19,,0
10001049,2016-12-15,2017-01-02,99
10001050,2016-06-11,,0
10001051,2016-06-12,,0
10001052,2017-02-28,2017-03-17,199
10001053,2017-10-12,2017-10-13,299
10001054,2017-12-15,,0
10001055,2017-08-05,2017-08-21,199
10001056,2016-03-06,2016-03-27,499
10001057,2017-08-24,2017-09-16,499
10001058,2018-01-05,2018-02-03,299
10001059,2018-01-22,2018-02-08,99
10001060,2017-02-06,2017-03-06,499
10001061,2016-03-02,2016-03-16,299
10001062,2016-07-23,,0
10001063,2017-02-24,2017-02-26,99
10001064,2018-01-10,2018-01-12,299
10001065,2016-05-16,2016-06-04,99
10001066,2016-11-01,,0
10001067,2016-05-06,2016-05-19,299
10001068,2017-12-13,,0
10001069,2016-03-01,2016-03-18,199
10001070,2016-07-10,,0
10001071,2016-12-02,2016-12-23,199
10001072,2017-10-15,2017-11-06,299
10001073,2018-01-24,,0
10001074,2016-08-14,2016-08-16,99
10001075,2017-09-30,,0
10001076,2017-01-03,,0
10001077,2016-06-17,2016-07-07,199
10001078,2017-04-22,2017-05-03,99
10001079,2016-12-06,2017-01-04,199
10001080,2016-07-28,2016-08-11,299
10001081,2017-01-02,2017-01-26,299
10001082,2016-09-21,2016-09-29,299
10001083,2016-10-06,2016-10-17,299
10001084,2016-06-11,2016-06-27,199
10001085,2016-10-06,2016-11-03,299
10001086,2017-04-30,,0
10001087,2017-06-13,2017-06-26,299
10001088,2016-04-03,,0
10001089,2017-02-26,2017-03-16,299
10001090,2016-10-14,2016-10-27,299
10001091,2016-10-05,,0
10001092,2016-10-21,2016-10-28,99
10001093,2017-05-12,2017-05-15,499
10001094,2017-01-26,2017-01-26,99
10001095,2017-02-27,2017-03-24,499
10001096,2016-07-28,,0
10001097,2017-06-20,,0
10001098,2017-06-13,2017-06-28,99
10001099,2017-12-08,,0
10001100,2017-09-25,2017-10-13,499
10001101,2018-01-04,,0
10001102,2016-11-18,2016-12-13,299
10001103,2017-09-10,2017-09-12,499
10001104,2016-05-09,2016-05-15,499
10001105,2017-09-29,,0
10001106,2016-07-30,2016-08-03,99
10001107,2017-03-09,,0
10001108,2017-11-27,2017-12-26,499
10001109,2017-02-08,2017-03-05,99
10001110,2017-10-16,,0
10001111,2017-12-14,2018-01-06,99
10001112,2016-10-10,2016-10-20,99
10001113,2016-06-01,,0
10001114,2017-04-17,2017-05-13,99
10001115,2018-01-17,2018-02-12,99
10001116,2016-10-02,2016-10-18,499
10001117,2017-10-31,2017-11-11,199
10001118,2017-06-05,2017-06-06,299
10001119,2016-03-17,,0
10001120,2017-04-27,2017-05-18,199
10001121,2016-11-22,2016-12-16,299
10001122,2018-02-17,2018-03-18,499
10001123,2016-06-20,2016-06-27,199
10001124,2017-10-25,2017-10-29,499
10001125,2017-07-05,,0
10001126,2016-04-06,2016-04-09,99
10001127,2017-05-28,2017-05-31,99
10001128,2016-12-05,,0
10001129,2017-05-05,2017-05-19,99
10001130,2017-09-15,2017-10-15,99
10001131,2018-03-13,2018-03-18,499
10001132,2017-03-04,2017-03-26,499
10001133,2017-05-14,2017-05-26,99
10001134,2017-10-09,2017-11-01,199
10001135,2017-02-26,2017-03-19,499
10001136,2016-05-07,2016-05-28,99
10001137,2016-08-08,2016-08-31,499
10001138,2016-08-13,2016-08-24,499
10001139,2016-12-30,,0
10001140,2016-04-23,,0
10001141,2016-10-08,2016-10-17,199
10001142,2016-04-10,2016-04-24,299
10001143,2016-11-18,,0
10001144,2017-01-05,2017-02-04,99
10001145,2017-02-19,,0
10001146,2017-12-31,2018-01-30,499
10001147,2017-05-03,2017-05-23,199
10001148,2016-06-20,,0
10001149,2016-06-19,,0
10001150,2016-04-15,2016-04-15,99
10001151,2016-05-10,,0
10001152,2017-11-18,2017-12-15,199
10001153,2016-07-24,,0
10001154,2018-02-02,2018-02-16,299
10001155,2016-12-19,2017-01-18,199
10001156,2017-05-22,2017-06-19,499
10001157,2016-02-10,2016-02-19,499
10001158,2016-03-17,2016-03-30,199
10001159,2017-10-21,2017-11-07,99
10001160,2017-06-30,2017-07-27,299
10001161,2016-12-09,2016-12-12,299
10001162,2016-09-25,2016-09-28,199
10001163,2016-03-02,2016-03-10,199
10001164,2017-06-24,,0
10001165,2016-06-09,2016-06-13,199
10001166,2018-02-22,2018-02-24,299
10001167,2017-02-19,,0
10001168,2017-09-15,2017-10-14,499
10001169,2016-02-25,2016-03-14,199
10001170,2016-10-18,2016-11-07,99
10001171,2017-08-13,2017-09-02,99
10001172,2017-03-04,2017-03-27,499
10001173,2017-08-17,,0
10001174,2016-12-26,,0
10001175,2016-06-28,2016-07-03,299
10001176,2017-03-15,,0
10001177,2017-10-03,2017-10-07,299
10001178,2017-09-01,2017-09-06,299
10001179,2018-01-22,2018-02-05,299
10001180,2018-03-01,2018-03-24,199
10001181,2016-05-29,,0
10001182,2017-04-09,2017-04-30,199
10001183,2016-09-15,2016-10-07,499
10001184,2017-10-07,2017-11-04,499
10001185,2016-09-27,,0
10001186,2016-09-19,2016-10-17,299
10001187,2016-11-16,2016-11-27,499
10001188,2016-07-03,2016-07-31,99
10001189,2017-12-13,,0
10001190,2016-07-08,2016-07-14,499
10001191,2017-10-17,2017-10-28,199
10001192,2017-08-16,2017-09-05,499
10001193,2017-05-21,,0
10001194,2017-08-01,2017-08-10,499
10001195,2016-02-13,,0
10001196,2017-06-21,2017-07-07,499
10001197,2016-09-05,,0
10001198,2018-02-24,,0
10001199,2018-02-04,,0
10001200,2018-01-20,2018-02-19,299
10001201,2016-09-09,2016-09-16,199
10001202,2016-11-14,,0
10001203,2017-07-08,2017-07-25,199
10001204,2017-06-01,2017-06-08,199
10001205,2017-12-30,2018-01-21,499
10001206,2017-12-12,,0
10001207,2016-12-20,2017-01-19,299
10001208,2017-10-10,2017-11-08,299
10001209,2016-07-25,,0
10001210,2016-03-12,2016-03-18,99
10001211,2016-12-21,2016-12-25,99
10001212,2018-03-02,2018-03-19,199
10001213,2016-10-24,,0
10001214,2018-02-03,2018-02-21,299
10001215,2017-02-27,2017-03-16,499
10001216,2016-05-23,2016-06-11,499
10001217,2016-11-10,2016-11-26,299
10001218,2016-08-21,,0
10001219,2018-03-15,,0
10001220,2016-06-23,,0
10001221,2016-09-30,,0
10001222,2016-03-06,,0
10001223,2016-03-24,2016-03-27,99
10001224,2017-06-17,2017-07-05,499
10001225,2017-01-21,,0
10001226,2016-06-29,2016-07-18,99
10001227,2017-04-12,2017-04-18,499
10001228,2017-04-25,2017-04-29,499
10001229,2017-07-09,,0
10001230,2016-10-24,,0
10001231,2017-10-01,,0
10001232,2016-04-26,2016-05-04,199
10001233,2016-12-05,2016-12-11,499
10001234,2016-10-22,,0
10001235,2017-06-06,2017-06-30,199
10001236,2017-09-05,,0
10001237,2016-02-17,2016-03-14,499
10001238,2016-08-07,2016-08-08,99
10001239,2017-07-06,,0
10001240,2016-07-15,,0
10001241,2017-08-04,,0
10001242,2017-01-10,,0
10001243,2016-09-06,,0
10001244,2016-05-04,,0
10001245,2016-07-07,,0
10001246,2016-03-05,,0
10001247,2017-03-22,,0
10001248,2017-06-20,2017-06-22,99
10001249,2017-06-04,,0
10001250,2017-07-08,,0
10001251,2016-09-20,2016-10-13,99
10001252,2017-09-21,2017-10-12,99
10001253,2017-09-27,2017-10-03,199
10001254,2016-05-17,2016-06-01,99
10001255,2016-08-11,2016-08-27,499
10001256,2017-05-13,2017-05-28,99
10001257,2017-07-06,,0
10001258,2017-10-29,,0
10001259,2016-11-05,2016-11-12,199
10001260,2016-06-07,,0
10001261,2017-01-06,2017-01-24,199
10001262,2017-12-28,2018-01-13,199
10001263,2016-03-30,,0
10001264,2016-07-31,2016-08-16,199
10001265,2017-09-08,,0
10001266,2017-06-28,2017-07-18,499
10001267,2016-09-30,2016-10-21,99
10001268,2016-09-15,,0
10001269,2017-08-13,2017-09-09,99
10001270,2017-07-02,,0
10001271,2017-08-08,2017-08-09,199
10001272,2016-06-24,,0
10001273,2016-06-06,,0
10001274,2016-12-31,2017-01-16,499
10001275,2018-02-27,,0
10001276,2017-03-14,2017-04-13,99
10001277,2016-05-31,,0
10001278,2018-02-13,,0
10001279,2018-01-01,2018-01-13,299
10001280,2016-11-11,,0
10001281,2016-09-29,2016-10-11,199
10001282,2016-04-18,2016-05-05,499
10001283,2017-08-23,,0
10001284,2017-04-25,,0
10001285,2017-05-15,2017-06-14,99
10001286,2016-07-30,,0
10001287,2017-09-04,2017-09-25,99
10001288,2016-10-22,2016-11-21,199
10001289,2018-01-16,2018-02-11,99
10001290,2017-12-13,2017-12-16,99
10001291,2016-11-21,2016-11-25,299
10001292,2016-10-04,,0
10001293,2017-03-30,2017-03-31,299
10001294,2016-03-30,2016-03-31,99
10001295,2017-05-03,2017-05-31,499
10001296,2016-02-11,,0
10001297,2017-01-12,,0
10001298,2016-02-05,2016-02-20,299
10001299,2018-01-17,,0
10001300,2017-02-04,2017-02-09,499
10001301,2017-05-03,2017-05-06,99
10001302,2016-10-02,2016-10-22,299
10001303,2016-10-06,,0
10001304,2017-04-10,2017-04-16,199
10001305,2017-03-26,,0
10001306,2016-05-15,2016-06-11,99
10001307,2016-09-29,2016-10-04,499
10001308,2016-10-29,2016-10-30,199
10001309,2017-07-03,2017-07-09,499
10001310,2018-02-05,,0
10001311,2018-01-29,2018-01-30,199
10001312,2016-03-15,2016-03-24,299
10001313,2016-02-26,,0
10001314,2016-07-30,2016-08-05,99
10001315,2017-09-26,2017-10-14,299
10001316,2017-04-03,2017-04-26,199
10001317,2016-10-25,,0
10001318,2017-09-02,2017-09-26,299
10001319,2016-06-30,,0
10001320,2017-10-08,,0
10001321,2017-09-22,2017-10-15,99
10001322,2016-05-05,2016-05-16,199
10001323,2017-02-16,,0
10001324,2017-06-29,2017-07-17,199
10001325,2018-01-20,2018-02-18,499
10001326,2017-10-06,2017-10-06,299
10001327,2017-12-20,2018-01-17,199
10001328,2017-04-03,2017-04-21,199
10001329,2017-03-31,2017-04-23,99
10001330,2016-08-17,,0
10001331,2016-02-08,,0
10001332,2018-02-26,2018-03-10,199
10001333,2016-12-23,2017-01-20,99
10001334,2017-12-21,,0
10001335,2017-09-16,2017-09-17,299
10001336,2017-10-16,,0
10001337,2016-02-21,,0
10001338,2017-07-30,2017-08-14,299
10001339,2016-10-12,2016-11-11,499
10001340,2017-04-08,2017-04-29,199
10001341,2017-06-19,2017-07-16,99
10001342,2016-02-27,,0
10001343,2017-07-04,2017-08-03,99
10001344,2017-07-14,2017-07-19,299
10001345,2017-06-14,,0
10001346,2016-09-20,2016-09-25,499
10001347,2017-03-02,2017-03-09,99
10001348,2016-12-03,2016-12-11,199
10001349,2017-06-24,,0
10001350,2018-01-03,,0
10001351,2017-03-30,2017-04-08,499
10001352,2016-06-29,,0
10001353,2017-02-26,2017-03-28,499
10001354,2017-06-04,2017-06-05,499
10001355,2017-11-29,,0
10001356,2016-03-18,2016-04-03,99
10001357,2016-12-08,2016-12-21,499
10001358,2016-06-18,2016-07-09,299
10001359,2017-03-11,2017-03-15,499
10001360,2017-11-15,,0
10001361,2016-02-14,,0
10001362,2018-03-12,,0
10001363,2018-02-17,2018-02-25,499
10001364,2017-07-03,,0
10001365,2017-08-04,2017-08-20,199
10001366,2016-08-03,,0
10001367,2016-05-25,,0
10001368,2016-05-20,2016-05-20,499
10001369,2017-08-30,2017-09-16,499
10001370,2018-02-12,2018-02-22,499
10001371,2016-11-07,2016-11-26,199
10001372,2017-07-27,2017-08-03,299
10001373,2016-04-26,2016-05-10,199
10001374,2016-06-17,2016-07-05,199
10001375,2017-05-11,2017-06-08,499
10001376,2016-04-17,,0
10001377,2016-06-16,2016-06-19,499
10001378,2017-10-26,2017-11-06,199
10001379,2018-03-17,2018-03-28,299
10001380,2016-05-07,,0
10001381,2017-07-15,,0
10001382,2016-02-09,2016-02-27,99
10001383,2016-04-23,,0
10001384,2016-03-18,2016-04-12,99
10001385,2017-06-26,,0
10001386,2017-04-05,2017-05-02,299
10001387,2016-04-30,2016-05-09,299
10001388,2017-06-27,2017-06-28,99
10001389,2017-12-05,2017-12-20,99
10001390,2017-11-26,,0
10001391,2017-03-20,,0
10001392,2017-06-27,,0
10001393,2017-11-19,,0
10001394,2017-12-04,,0
10001395,2017-11-08,2017-11-15,299
10001396,2016-04-17,,0
10001397,2016-04-21,,0
10001398,2017-08-07,,0
10001399,2017-10-28,,0
10001400,2018-02-11,,0
10001401,2016-08-20,2016-08-20,99
10001402,2017-04-22,2017-05-18,299
10001403,2016-05-17,2016-06-12,199
10001404,2016-11-18,,0
10001405,2017-12-17,2018-01-08,199
10001406,2016-12-08,,0
10001407,2017-09-21,,0
10001408,2017-07-01,,0
10001409,2017-12-15,2017-12-21,199
10001410,2017-10-25,2017-11-12,199
10001411,2017-11-29,2017-12-18,499
10001412,2017-09-21,,0
10001413,2017-04-01,,0
10001414,2017-10-02,,0
10001415,2017-03-21,,0
10001416,2016-06-14,2016-07-08,299
10001417,2017-07-03,2017-08-02,199
10001418,2018-03-13,2018-04-10,499
10001419,2017-01-29,,0
10001420,2017-02-18,2017-03-10,199
10001421,2016-03-03,2016-03-25,99
10001422,2017-07-24,,0
10001423,2018-03-13,,0
10001424,2017-06-01,,0
10001425,2018-02-25,2018-03-03,499
10001426,2017-01-30,2017-01-31,299
10001427,2016-10-21,2016-11-10,199
10001428,2016-06-21,,0
10001429,2016-03-01,,0
10001430,2016-06-09,,0
10001431,2016-04-10,2016-04-14,299
10001432,2016-05-29,2016-06-28,199
10001433,2016-12-23,,0
10001434,2016-04-10,2016-04-21,99
10001435,2016-08-26,2016-08-29,99
10001436,2016-05-01,2016-05-21,199
10001437,2016-05-30,2016-06-29,299
10001438,2016-08-25,2016-08-27,499
10001439,2017-03-12,,0
10001440,2018-03-09,,0
10001441,2017-07-31,2017-08-16,199
10001442,2016-06-03,2016-06-06,99
10001443,2016-05-22,2016-05-23,99
10001444,2016-08-25,2016-09-03,499
10001445,2017-10-06,2017-10-30,99
10001446,2017-02-20,2017-02-27,199
10001447,2018-01-06,2018-01-16,299
10001448,2018-02-22,2018-03-15,199
10001449,2016-06-26,2016-07-14,99
10001450,2016-06-11,,0
10001451,2018-02-01,2018-02-20,299
10001452,2016-05-14,,0
10001453,2017-08-06,2017-08-27,99
10001454,2017-08-21,2017-09-19,299
10001455,2018-03-03,2018-03-30,499
10001456,2016-09-29,,0
10001457,2017-10-31,2017-11-16,499
10001458,2017-11-23,2017-12-15,299
10001459,2016-12-27,,0
10001460,2016-06-28,2016-07-20,99
10001461,2016-07-18,2016-08-17,499
10001462,2017-08-10,2017-09-07,299
10001463,2016-04-24,2016-05-04,199
10001464,2017-07-04,2017-07-06,99
10001465,2016-05-17,2016-05-18,99
10001466,2016-10-22,,0
10001467,2017-11-19,2017-12-19,499
10001468,2016-03-02,,0
10001469,2018-02-25,,0
10001470,2017-07-31,,0
10001471,2016-10-04,2016-11-02,199
